fraction	in
fragrant	non-
franchised	non-
frangible	in
fraudulent	non-
free	non-
free-draining	non-
freeman	non-
freezing	non-
french	non-
frequency	in
frequent	non-
frequently	in
fried	non-
frightening	non-
frontal	non-
fulfilment	non
full	non-
function	non-
functional	non
functioning	non-
fund	non
fundamental	non-
fundamentalist	non-
fundholder	non-
fundholding	non-
fungal	non-
fungible	non-
fusion	non-
fussy	non-
ga	non-
gaelic	non-
game	non-
gardener	non-
gaseous	non-
gastroenterological	non-
gastrointestinal	non-
gaussian	non-
gay	non-
gender-related	non-
gendered	non-
gene	non-
genetic	non-
genital	non-
genitive	non-
genomic	non-
genotoxic	non
gentleman	non-
genuine	non-
geographer	non-
germ-line	non-
germinal	non-
gestural	non-
gesture	non-
glacial	non
glaciated	non-
glass	non-
global	non-
glorious	in
gloriously	in
glycosylated	non-
golfer	non-
gonococcal	non-
gothic	non-
governing	non-
governmental	non
gradable	non-
graduate	non
graduating	non-
graft	in
grafted	in
grammatical	non-
granular	non-
graphic	non-
graphical	non-
graphitic	non-
grassed	non-
grate	in
gratitude	in
gravitational	non
greasy	non
greedy	non-
greek	non-
green	non-
greenbelt	non-
group	non-
growing	non-
growth	non-
guaranteed	non-
guest	non-
guitar	non-
gypsy	non-
habit-forming	non-
habitable	non-
haematopoietic	non-
haemolytic	non-
haemophiliac	non-
haemorrhagic	non-
haemorrhagical	non-
hagiographer	non-
handicapped	non-
hard	non-
hardware	non-
harmful	non-
harmonic	non-
harmonious	in
harmonization	non-
hazardous	non
head	non-
healing	non-
health	non-
hearing	non-
hegemon	non
hegemonic	non-
heinous	non
heir	non-
hem	non
hepatic	non-
hepatotoxic	non-
hereditary	non-
heritable	non-
heterosexual	non-
hierarchic	non-
hierarchical	non-
hierarchically	non
higher	non-
hippy	non-
hispanic	non-
histological	non-
historian	non-
historic	non-
historical	non-
holistic	non-
home	non-
homeowner	non-
homogeneity	in
homogeneous	non-
homogeneously	in
homogenous	in
homologous	non-
homophone	non-
homophonic	non-
homosexual	non
honour	non-
hooked	non-
hormonal	non-
horsey	non-
horsy	non-
hospitable	in
hospitably	in
hospitality	in
hostile	non-
householder	non-
housing	non-
human	non
humane	in
humanely	in
humanism	in
humanistic	non-
humanitarian	non-
humanity	non-
hungry	non-
hybrid	non-
hydrogen	non
hydrogen-bonded	non-
hydrostatic	non-
hygienic	non-
hypnagogic	non-
hypnotic	non-
hypnotised	non-
hypocrisy	non-
iatrogenic	non-
ideal	non-
idealist	non-
ident	non
identical	non-
identification	non-
identified	non-
identity	non-
ideological	non-
ideology	non-
idiomatic	non-
illness	non-
illusion	non-
illusory	non-
imageable	non-
imbricating	non-
imitable	in
imitative	non-
immune	non-
immunity	non-
immunocompromised	non-
immunogenic	non-
imperial	non-
implementable	non
implementation	non-
imprisonable	non-
imputed	non-
inclusion	non
income	non-
incontinent	non-
incorporated	non-
incremental	non-
incrimination	non-
indecent	non-
independent	non-
indexed	non-
indian	non-
indicative	non-
indictable	non-
indigenous	non-
individual	non-
individualistic	non
inducement	non-
inducible	non-
industrial	non
industrialised	non-
industrialized	non-
industry	non-
inertial	non-
inertness	non-
infected	non-
infectious	non-
infective	non-
inferential	non-
inferentially	non-
infinitesimal	non-
inflamed	non-
inflammable	non-
inflammatory	non-
inflationary	non-
informative	non-
inhabitable	non-
inhaler	non-
inheritance	non-
inhibition	non-
injectable	non-
injurious	non
innervated	non-
inpatient	non-
insider	non-
instinctual	non-
institutional	non-
institutionalised	non-
institutionalized	non-
instrumental	non
instrumentally	non-
insular	non-
insulin	non-
insulin-dependent	non-
insured	non-
intact	non-
integral	non-
integrated	non-
integrin	non-
intellectual	non
intended	non-
intensification	non-
intensive	non-
intentional	non-
interacting	non-
interactive	non
interest	non-
interest-bearing	non-
interest-earning	non-
interference	non
interlaced	non-
international	non-
internationalist	non-
interpretation	non-
intervention	non
interventional	non-
interventionism	non-
interventionist	non-
interviewing	non-
intimate	non-
intimidating	non-
intoxicating	non-
intra-aortic	non-
introspectible	non-
intrusive	non-
intrusively	non-
intuitive	non-
invariance	non-
invasive	non-
inverted	non-
inverter	non-
invertible	non
inverting	non
involved	non-
involvement	non-
ionic	non
irradiated	non-
irrigated	non-
irritant	non-
irritating	non-
islamic	non-
isolated	non-
isomorphism	non-
isotropic	non-
issue	non-
italian	non-
japanese	non-
jargonistic	non-
jealous	non-
jew	non-
jewish	non-
job	non-
joinder	non-
joiner	non-
journalism	in
journalist	non-
judgemental	non
judgmental	non
judicial	non-
judicious	in
judiciously	in
junction	in
junky	non-
jurisdictional	non-
juror	non
jury	non
justice	in
justiciability	non-
justiciable	non-
key	non-
killing	non-
kin	non-
kinetic	non-
kinsman	non-
knightly	non-
knowledge	non-
kosher	non-
labelled	non-
labour	non-
lactate	non
landed	non
landowner	non-
language	non
law	non-
lawful	non-
lawlike	non-
lawyer	non-
leached	non-
lead	non-
leader	non-
league	non-
learning	non-
leed	non-
legal	il
legalistic	non
legality	il
legally	il
legato	non-
legibility	il
legible	il
legibly	il
legislative	non-
legitimacy	il
legitimate	il
legitimately	il
leguminous	non-
lesbian	non-
lethal	non
lexical	non-
lexically	non-
liability	non-
liberalism	il
liberally	il
library	non-
licensed	non-
life	non-
life-insurance	non-
life-threatening	non
limbic	non-
limerick	non-
limit	non
linear	non
linearity	non
linearly	non-
linguist	non
linguistic	non-
linguistically	non-
liquid	il
liquidity	il
lire	non-
literacy	il
literal	non
literally	non-
literary	non
literate	il
literature	non-
litigation	non-
litigious	non-
liturgical	non-
live	non
living	non
load	non-
local	non
locality	non-
localized	non-
locally	non-
location-specific	non-
locational	non-
lockable	non-
locking	non-
locution	il
logical	il
logicality	il
logically	il
logician	non-
loving	non-
low	non-
lubricated	non-
lucid	non-
luminescence	non-
luminescent	non-
lymphocytic	non-
lymphoid	non-
lyric	non-
macho	non-
magnetic	non-
mainstream	non-
maintained	non-
major	non-
maker	non-
male	non-
malevolent	non-
malicious	non-
malignant	non-
mammalian	non-
man	non-
manacled	non-
managed	non-
management	non-
manager	non-
managerial	non-
mandatory	non-
manic	non-
manifest	non-
manipulative	non-
manual	non
manufacture	non-
manufacturing	non-
marcher	non-
marginal	non-
margined	non-
marine	non
marital	non-
maritime	non-
marker	non-
market	non
marketable	non-
marketed	non-
married	non
marxist	non-
marzipan	non-
mas	non-
mass	non-
massively	non-
mastery	non-
matched	non-
matching	non-
material	im
materialism	im
materialist	im
materialistic	non-
materiality	im
materialization	non-
materially	im
math	non-
mathematical	non-
mathematically	non-
mathematician	non-
matriculated	non-
matrimonial	non-
matter	non-
mature	im
maturely	im
maturity	im
maximizing	non-
mean	non-
meaning	non-
meaningful	non-
means-tested	non-
measurable	im
measurably	im
mechanical	non-
mediated	non-
medical	non-
medically	non-
medicated	non-
mediterranean	non-
meek	non-
meeting	non-
melanoma	non-
member	non
membership	non-
memorably	im
mendelian	non-
mental	non-
mercantile	non-
mercenary	non-
merger	non-
mesenchymal	non-
metabolic	non-
metal	non-
metallic	non
metaphorical	non-
metastatic	non-
metered	non-
methanogenic	non-
metrical	non-
metropolitan	non-
micro	non-
migrant	non-
migratory	non-
militant	non-
military	non-
millenarian	non-
mimetic	non-
mineral	non-
miraculous	non-
mirrored	non-
miscible	im
mitochondrial	non-
mobile	im
mobilisation	im
mobilise	im
mobility	im
mobilization	im
mobilize	im
modal	non-
moderate	im
moderately	im
moderation	im
modern	non-
modernist	non-
modernized	non-
modest	im
modestly	im
modesty	im
modified	non-
modular	non-
molecular	non-
monastic	non-
monetarist	non-
monetary	non-
monetised	non-
money	non
monogamous	non-
monogamy	non-
monopoly	non-
monotonic	non-
monstrous	non-
moral	im
moralism	im
moralist	im
morality	im
morally	im
mortal	im
mortality	im
mortgage	non-
moslem	non-
mother	non-
motile	im
motorised	non-
motorized	non-
mountaineer	non-
mountaineering	non-
movable	im
moveable	im
movement	non-
moving	non-
muddy	non-
multiple	non-
muppet	non-
muscle	non
music	non-
musical	non-
musician	non-
muslim	non-
mutability	im
mutable	im
mutated	non-
mystical	non-
naming	non
narrative	non-
national	non-
nationalist	non-
native	non-
natural	non-
naturalist	non-
naturalized	non-
naturally	non-
naturalness	non-
nazi	non-
ne	non-
neanderthal	non-
necessity	non-
necrotising	non-
neg.	non-
negative	non-
negotiability	non-
negotiable	non-
negotiated	non-
neoplastic	non-
nervous	non-
net	non-
networked	non-
neural	non-
neuronal	non-
neurotic	non-
neutral	non-
neutralising	non-
neutrality	non-
noble	non-
nodal	non-
nominal	non-
nominate	in
nonconformist	non-
nordic	non-
normal	non-
normalised	non-
normality	non-
normative	non-
northerner	non-
nosocomial	non-
notification	non-
nuclear	non-
nuclear-powered	non-
null	non-
numeracy	in
numerate	in
numeric	non-
numerous	in
nurse	non-
nursing	non-
nurturant	non-
nutrient	non-
nutritious	non-
obedience	non
obedient	non-
obese	non-
objectified	non-
objective	non
objectively	non-
obligatory	non-
observable	non-
observance	non-
observation	non-
observational	non-
obstetric	non-
obtrusive	non-
obvious	non-
occluded	non-
occupant	non-
occupation	non-
occupier	non-
occurrence	non-
occurring	non-
ocular	non-
odorous	non-
oedipal	non-
oesophageal	non-
offender	non-
offending	non-
offensive	non-
offensively	in
offensiveness	in
officer	non-
official	non-
oil	non-
oil-producing	non-
oil-related	non-
oily	non-
olympic	non-
one	non-
onomatopoeic	non-
operable	in
operatic	non-
operation	in
operational	non-
operative	non-
opportune	in
opportunely	in
oppressive	non-
optimal	non-
optimizing	non-
optional	non-
oral	non-
ordinate	in
organic	non-
organicism	in
organised	non-
organization	non-
organizational	non-
organized	non-
orgasmic	non-
oriented	non-
original	non-
originating	non-
ornamental	non
orthodox	non-
ovation	in
overlap	non-
overlapp	non
overlapping	non-
overseas	non-
overt	non-
overweight	non-
ovulation	in
own	non-
owner	non-
owner-occupied	non-
ownership	non-
oxidative	non-
ozone-damaging	non-
painterly	non-
paired	non-
palpable	im
pancreatic	non-
panelling	im
papal	non-
paradoxical	non-
parallel	non-
parallelistic	non-
parametric	non
parasitic	non-
parasitised	non-
parenchymal	non-
parent	non-
parental	non-
parenteral	non-
parenthetical	non-
parishioner	non-
parliamentarian	non-
parliamentary	non-
parochial	non-
partial	im
partiality	im
partially	im
partible	im
participant	non-
participating	non-
participation	non-
participative	non-
participator	non-
participatory	non-
partisan	non-
partner	non-
party	non-
passable	im
passe	im
passionately	im
passive	im
passively	im
passiveness	im
passivity	im
past	non-
pasteurised	non-
patented	non-
pathogenic	non-
patience	im
patient	im
patiently	im
patoi	non-
patrial	non-
patriot	non-
patronising	non-
patterned	non-
pay	non
payable	non-
payee	non-
payer	non-
paying	non-
payment	non
